 source |                         filename                         | entry |         scope         | parentid | property |  reftype   |    refvalue    | dblabel | dbcode  |   reftypelabel    | reftypecode 
 INTACT | /data/irdata18/IntAct/29867223.xml                       |     0 | experimentDescription | 1931078  | bibref   | primaryRef | unassigned1282 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29568061.xml                       |     0 | experimentDescription | 3369864  | bibref   | primaryRef | unassigned1655 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29568061.xml                       |     0 | experimentDescription | 3369865  | bibref   | primaryRef | unassigned1655 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29867223.xml                       |     0 | experimentDescription | 1931076  | bibref   | primaryRef | unassigned1282 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29867223.xml                       |     0 | experimentDescription | 1931077  | bibref   | primaryRef | unassigned1282 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/28611246.xml                       |     0 | experimentDescription | 2853040  | bibref   | primaryRef | unassigned1311 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/28611246.xml                       |     0 | experimentDescription | 2853041  | bibref   | primaryRef | unassigned1311 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29568061.xml                       |     0 | experimentDescription | 3369866  | bibref   | primaryRef | unassigned1655 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/29568061.xml                       |     0 | experimentDescription | 3369867  | bibref   | primaryRef | unassigned1655 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30177828.xml                       |     0 | experimentDescription | 3468382  | bibref   | primaryRef | unassigned1693 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30177828.xml                       |     0 | experimentDescription | 3468383  | bibref   | primaryRef | unassigned1693 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30177828.xml                       |     0 | experimentDescription | 3468384  | bibref   | primaryRef | unassigned1693 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30833711.xml                       |     0 | experimentDescription | 3350244  | bibref   | primaryRef | unassigned1614 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30833711.xml                       |     0 | experimentDescription | 3350245  | bibref   | primaryRef | unassigned1614 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30833711.xml                       |     0 | experimentDescription | 3350246  | bibref   | primaryRef | unassigned1614 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31046837.xml                       |     0 | experimentDescription | 3551930  | bibref   | primaryRef | unassigned1853 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30833711.xml                       |     0 | experimentDescription | 3350247  | bibref   | primaryRef | unassigned1614 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30886144.xml                       |     0 | experimentDescription | 3368325  | bibref   | primaryRef | unassigned1654 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30914516.xml                       |     0 | experimentDescription | 3501828  | bibref   | primaryRef | unassigned1793 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30914516.xml                       |     0 | experimentDescription | 3501829  | bibref   | primaryRef | unassigned1793 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30914516.xml                       |     0 | experimentDescription | 3501830  | bibref   | primaryRef | unassigned1793 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30914516.xml                       |     0 | experimentDescription | 3501831  | bibref   | primaryRef | unassigned1793 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/30925931.xml                       |     0 | experimentDescription | 3521160  | bibref   | primaryRef | unassigned1813 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31046837.xml                       |     0 | experimentDescription | 3551933  | bibref   | primaryRef | unassigned1853 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31046837.xml                       |     0 | experimentDescription | 3551935  | bibref   | primaryRef | unassigned1853 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31046837.xml                       |     0 | experimentDescription | 3551931  | bibref   | primaryRef | unassigned1853 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31046837.xml                       |     0 | experimentDescription | 3551932  | bibref   | primaryRef | unassigned1853 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578186  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31413325.xml                       |     0 | experimentDescription | 3591607  | bibref   | primaryRef | unassigned1973 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31454312.xml                       |     0 | experimentDescription | 3583302  | bibref   | primaryRef | unassigned1933 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578184  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578185  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578189  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578187  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31467278.xml                       |     0 | experimentDescription | 3578188  | bibref   | primaryRef | unassigned1913 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664795  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31527615.xml                       |     0 | experimentDescription | 3586612  | bibref   | primaryRef | unassigned1953 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31964889.xml                       |     0 | experimentDescription | 3663931  | bibref   | primaryRef | unassigned2153 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31964889.xml                       |     0 | experimentDescription | 3663932  | bibref   | primaryRef | unassigned2153 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31964889.xml                       |     0 | experimentDescription | 3663933  | bibref   | primaryRef | unassigned2153 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664792  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664793  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664794  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664797  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664798  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664799  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31481462.xml                       |     0 | experimentDescription | 3559902  | bibref   | primaryRef | unassigned1893 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31964889.xml                       |     0 | experimentDescription | 3663930  | bibref   | primaryRef | unassigned2153 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/31980649.xml                       |     0 | experimentDescription | 3664796  | bibref   | primaryRef | unassigned2173 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32203189.xml                       |     0 | experimentDescription | 3701153  | bibref   | primaryRef | unassigned2313 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32203189.xml                       |     0 | experimentDescription | 3701154  | bibref   | primaryRef | unassigned2313 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_01.xml                    |     0 | experimentDescription | 2846844  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32203420.xml                       |     0 | experimentDescription | 3678566  | bibref   | primaryRef | unassigned2213 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_01.xml                    |     0 | experimentDescription | 2846843  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32203420.xml                       |     0 | experimentDescription | 3678564  | bibref   | primaryRef | unassigned2213 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32203420.xml                       |     0 | experimentDescription | 3678565  | bibref   | primaryRef | unassigned2213 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32225176.xml                       |     0 | experimentDescription | 3701477  | bibref   | primaryRef | unassigned2334 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_01.xml                    |     0 | experimentDescription | 2846845  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_05.xml        |     0 | experimentDescription | 2016537  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_01.xml        |     0 | experimentDescription | 1968002  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_02.xml        |     0 | experimentDescription | 1980110  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_04.xml        |     0 | experimentDescription | 2004376  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_03.xml        |     0 | experimentDescription | 1992206  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_07.xml        |     0 | experimentDescription | 2040779  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_06.xml        |     0 | experimentDescription | 2028660  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_10.xml        |     0 | experimentDescription | 2076979  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_08.xml        |     0 | experimentDescription | 2052783  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_09.xml        |     0 | experimentDescription | 2064853  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_12.xml        |     0 | experimentDescription | 2101479  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_11.xml        |     0 | experimentDescription | 2089322  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_14.xml        |     0 | experimentDescription | 2125745  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_13.xml        |     0 | experimentDescription | 2113631  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_15.xml        |     0 | experimentDescription | 2137921  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_18.xml        |     0 | experimentDescription | 2174480  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_17.xml        |     0 | experimentDescription | 2162333  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_16.xml        |     0 | experimentDescription | 2150024  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_19.xml        |     0 | experimentDescription | 2186649  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_23.xml        |     0 | experimentDescription | 2235288  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_20.xml        |     0 | experimentDescription | 2198776  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_21.xml        |     0 | experimentDescription | 2210917  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_22.xml        |     0 | experimentDescription | 2223161  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_28.xml        |     0 | experimentDescription | 2296029  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_24.xml        |     0 | experimentDescription | 2247407  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_25.xml        |     0 | experimentDescription | 2259523  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_27.xml        |     0 | experimentDescription | 2283946  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-2_26.xml        |     0 | experimentDescription | 2271829  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_05.xml        |     0 | experimentDescription | 2349657  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
 INTACT | /data/irdata18/IntAct/32296183_luck-2017-3_01.xml        |     0 | experimentDescription | 2301391  | bibref   | primaryRef | unassigned1304 | pubmed  | MI:0446 | primary-reference | MI:0358
